bfvd_entry	accession	virus_taxid	virus_name	host_taxid	host_name	host_bucket
A0A2Z5HFQ1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HFQ1	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HFQ2_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A2Z5HFQ2	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HFQ4_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	A0A2Z5HFQ4	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HFQ5_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A2Z5HFQ5	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HFR0_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2Z5HFR0	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A7D7EWS0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7D7EWS0	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
A0A7D7EWX0_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7D7EWX0	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
A0A7D7EWY9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7D7EWY9	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
A0A7D7EX25_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7D7EX25	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
A0A7D7EY17_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7D7EY17	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
A0A7D7EY58_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7D7EY58	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
A0A076G5Q7_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A076G5Q7	1527519	Escherichia phage Av-05	83334	Escherichia coli O157:H7	bacteria
A0A2H4N205_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2H4N205	2783800	Escherichia phage mutPK1A2	1392869	Escherichia coli K1	bacteria
A0A2Z4PZS2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z4PZS2	2234086	Escherichia phage phi G17	562	Escherichia coli	bacteria
A0A481W2W1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A481W2W1	2530036	Escherichia phage PHB11	562	Escherichia coli	bacteria
B2GM58_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	B2GM58	50948	Escherichia phage RB49	562	Escherichia coli	bacteria
S5MBX8_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	S5MBX8	1115653	Escherichia phage 1720a-02	562	Escherichia coli	bacteria
S5MBZ9_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	S5MBZ9	1115653	Escherichia phage 1720a-02	562	Escherichia coli	bacteria
S5MC99_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	S5MC99	1340750	Escherichia phage JH2	562	Escherichia coli	bacteria
A0A6J4EGR6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A6J4EGR6	2742113	Escherichia phage O18-011	562	Escherichia coli	bacteria
P13315_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	P13315	10665	Tequatrovirus T4	316385	Escherichia coli str. K-12 substr. DH10B	bacteria
P13329_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	P13329	10665	Tequatrovirus T4	316385	Escherichia coli str. K-12 substr. DH10B	bacteria
P17310_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	P17310	10665	Tequatrovirus T4	316385	Escherichia coli str. K-12 substr. DH10B	bacteria
A0A4Y5TYE1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A4Y5TYE1	2576873	Escherichia phage vB_EcoM-ECP26	562	Escherichia coli	bacteria
A0A4Y5TYK9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A4Y5TYK9	2576874	Escherichia phage vB_EcoM-ECP32	562	Escherichia coli	bacteria
A0A4Y6EAT9_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A4Y6EAT9	2588085	Escherichia phage vB_EcoM_phAPEC6	562	Escherichia coli	bacteria
A0A6B9RHV1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A6B9RHV1	2698729	Escherichia phage vB_EcoP_PHB19	562	Escherichia coli	bacteria
A0A7D5FW36_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7D5FW36	2743777	Escherichia virus LS3	562	Escherichia coli	bacteria
A0A7D5FW61_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7D5FW61	2743776	Escherichia virus LS2	562	Escherichia coli	bacteria
A0A2U9DT14_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2U9DT14	2126819	Escherichia phage vB_EcoS Sa179lw	562	Escherichia coli	bacteria
A0A2U9DT21_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2U9DT21	2005048	Escherichia phage ST32	2802026	Escherichia coli H21	bacteria
A0A2U9DT22_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2U9DT22	2005048	Escherichia phage ST32	2802026	Escherichia coli H21	bacteria
A0A2U9DT30_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2U9DT30	2005048	Escherichia phage ST32	2802026	Escherichia coli H21	bacteria
A0A2U9DT32_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2U9DT32	2005048	Escherichia phage ST32	2802026	Escherichia coli H21	bacteria
A0A2U9DT54_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2U9DT54	2005048	Escherichia phage ST32	2802026	Escherichia coli H21	bacteria
A0A2U9DT69_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2U9DT69	2005048	Escherichia phage ST32	2802026	Escherichia coli H21	bacteria
A0A2U9DT74_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2U9DT74	2005048	Escherichia phage ST32	2802026	Escherichia coli H21	bacteria
A0A2U9DTM4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2U9DTM4	2005048	Escherichia phage ST32	2802026	Escherichia coli H21	bacteria
A0A2Z5HGU7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HGU7	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGU8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HGU8	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGU9_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2Z5HGU9	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGV3_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HGV3	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGV6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HGV6	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGV7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HGV7	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGV8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HGV8	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGV9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HGV9	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGW0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HGW0	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGW1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2Z5HGW1	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A481W5K6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A481W5K6	2530021	Escherichia phage ZCEC5	562	Escherichia coli	bacteria
A0A481W5K6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A481W5K6	2530021	Escherichia phage ZCEC5	83334	Escherichia coli O157:H7	bacteria
A0A481W720_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A481W720	2530021	Escherichia phage ZCEC5	562	Escherichia coli	bacteria
A0A481W720_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A481W720	2530021	Escherichia phage ZCEC5	83334	Escherichia coli O157:H7	bacteria
A0A7D0NEK3_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7D0NEK3	2601675	Escherichia phage vB_EcoM_4HA13	562	Escherichia coli	bacteria
A0A7D0NGA6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7D0NGA6	2601675	Escherichia phage vB_EcoM_4HA13	562	Escherichia coli	bacteria
A0A7D0NGJ6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7D0NGJ6	2601675	Escherichia phage vB_EcoM_4HA13	562	Escherichia coli	bacteria
A0A7D0NGK1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7D0NGK1	2601675	Escherichia phage vB_EcoM_4HA13	562	Escherichia coli	bacteria
A0A7D0NGU0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7D0NGU0	2601675	Escherichia phage vB_EcoM_4HA13	562	Escherichia coli	bacteria
A0A7D0NGU7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7D0NGU7	2601675	Escherichia phage vB_EcoM_4HA13	562	Escherichia coli	bacteria
A0A7D0NI55_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7D0NI55	2601675	Escherichia phage vB_EcoM_4HA13	562	Escherichia coli	bacteria
D9ZNH8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9ZNH8	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNI0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9ZNI0	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNI1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	D9ZNI1	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNI3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9ZNI3	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNI5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	D9ZNI5	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNI7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9ZNI7	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNI8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9ZNI8	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNJ0_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	D9ZNJ0	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNJ1_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	D9ZNJ1	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNJ3_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	D9ZNJ3	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
A0A067ZJB5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A067ZJB5	1391224	Escherichia phage vB_EcoM_PhAPEC2	562	Escherichia coli	bacteria
A0A067ZJC6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A067ZJC6	1391224	Escherichia phage vB_EcoM_PhAPEC2	562	Escherichia coli	bacteria
A0A067ZJK1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A067ZJK1	1391223	Escherichia phage vB_EcoP_PhAPEC7	562	Escherichia coli	bacteria
A0A067ZJN2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A067ZJN2	1391223	Escherichia phage vB_EcoP_PhAPEC7	562	Escherichia coli	bacteria
A0A067ZKK2_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A067ZKK2	1391224	Escherichia phage vB_EcoM_PhAPEC2	562	Escherichia coli	bacteria
A0A0K2FJC5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A0K2FJC5	10710	Lambdavirus lambda	562	Escherichia coli	bacteria
A0A222YXY6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A222YXY6	2014434	Escherichia phage D6	562	Escherichia coli	bacteria
Q8SDG4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	Q8SDG4	10665	Tequatrovirus T4	316385	Escherichia coli str. K-12 substr. DH10B	bacteria
A0A0A7HEK1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0A7HEK1	1567029	Escherichia phage vB_EcoM_VR26	562	Escherichia coli	bacteria
A0A0A7HF40_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A0A7HF40	1567026	Escherichia phage vb_EcoM-VR5	562	Escherichia coli	bacteria
A0A0F6N5K3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0F6N5K3	1498172	Escherichia phage ECBP5	562	Escherichia coli	bacteria
A0A0F6N5K4_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A0F6N5K4	1498172	Escherichia phage ECBP5	562	Escherichia coli	bacteria
A0A0F6N5K5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0F6N5K5	1498172	Escherichia phage ECBP5	562	Escherichia coli	bacteria
A0A2Z5HGQ8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HGQ8	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGQ9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HGQ9	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGR0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HGR0	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGR2_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2Z5HGR2	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGR3_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HGR3	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGR8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HGR8	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGS3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HGS3	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGS4_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2Z5HGS4	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGS5_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2Z5HGS5	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGS6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HGS6	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A455I1H2_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A455I1H2	2053690	Escherichia phage vB_EcoS_HSE2	562	Escherichia coli	bacteria
A0A455I1I3_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A455I1I3	2053690	Escherichia phage vB_EcoS_HSE2	562	Escherichia coli	bacteria
A0A455I1I9_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A455I1I9	2053690	Escherichia phage vB_EcoS_HSE2	562	Escherichia coli	bacteria
A0A455I5M5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A455I5M5	2053690	Escherichia phage vB_EcoS_HSE2	562	Escherichia coli	bacteria
A0A455I5R1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A455I5R1	2053690	Escherichia phage vB_EcoS_HSE2	562	Escherichia coli	bacteria
A0A455I996_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A455I996	2053690	Escherichia phage vB_EcoS_HSE2	562	Escherichia coli	bacteria
A0A455I9A7_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A455I9A7	2053690	Escherichia phage vB_EcoS_HSE2	562	Escherichia coli	bacteria
A0A5J6T8Z8_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A5J6T8Z8	2601676	Escherichia virus ECG4	562	Escherichia coli	bacteria
A0A7M1IDN7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7M1IDN7	2776769	Escherichia phage vB_EcoM_WL-3	562	Escherichia coli	bacteria
A0A7M1IDP4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7M1IDP4	2776769	Escherichia phage vB_EcoM_WL-3	562	Escherichia coli	bacteria
A0A7M1IDP8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7M1IDP8	2776769	Escherichia phage vB_EcoM_WL-3	562	Escherichia coli	bacteria
A0A7M1IDP9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7M1IDP9	2776769	Escherichia phage vB_EcoM_WL-3	562	Escherichia coli	bacteria
A0A7M1IDQ2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7M1IDQ2	2776769	Escherichia phage vB_EcoM_WL-3	562	Escherichia coli	bacteria
A0A7M1IDQ8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7M1IDQ8	2776769	Escherichia phage vB_EcoM_WL-3	562	Escherichia coli	bacteria
A0A7M1IDR7_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7M1IDR7	2776769	Escherichia phage vB_EcoM_WL-3	562	Escherichia coli	bacteria
A0A7M1IDR9_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7M1IDR9	2776769	Escherichia phage vB_EcoM_WL-3	562	Escherichia coli	bacteria
C7EDS0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	C7EDS0	39804	Qubevirus faecium	331112	Escherichia coli HS	bacteria
K4MM73_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	K4MM73	1239384	Escherichia phage IME11	562	Escherichia coli	bacteria
K4MN00_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	K4MN00	1239384	Escherichia phage IME11	562	Escherichia coli	bacteria
K4MN41_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	K4MN41	1239384	Escherichia phage IME11	562	Escherichia coli	bacteria
K4MNA5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	K4MNA5	1239384	Escherichia phage IME11	562	Escherichia coli	bacteria
K4MPU6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	K4MPU6	1239384	Escherichia phage IME11	562	Escherichia coli	bacteria
K4MPV5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	K4MPV5	1239384	Escherichia phage IME11	562	Escherichia coli	bacteria
K4MPX9_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	K4MPX9	1239384	Escherichia phage IME11	562	Escherichia coli	bacteria
K4MPY1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	K4MPY1	1239384	Escherichia phage IME11	562	Escherichia coli	bacteria
A0A088FQU9_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	A0A088FQU9	1541883	Escherichia phage vB_EcoM-ep3	562	Escherichia coli	bacteria
A0A482G9F6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A482G9F6	2502410	Escherichia phage vB_EcoM_G2248	562	Escherichia coli	bacteria
A0A482G9Q7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A482G9Q7	2502410	Escherichia phage vB_EcoM_G2248	562	Escherichia coli	bacteria
A0A482G9S2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A482G9S2	2502298	Escherichia phage D5505	562	Escherichia coli	bacteria
A0A482GA51_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A482GA51	2502307	Escherichia phage EdH4	562	Escherichia coli	bacteria
A0A482GAE1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A482GAE1	2502414	Escherichia phage vB_EcoM_G2285	562	Escherichia coli	bacteria
A0A482GAF4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A482GAF4	2502414	Escherichia phage vB_EcoM_G2285	562	Escherichia coli	bacteria
A0A482GAH7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A482GAH7	2502408	Escherichia phage vB_EcoM_G17	562	Escherichia coli	bacteria
A0A482GAJ9_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A482GAJ9	2502408	Escherichia phage vB_EcoM_G17	562	Escherichia coli	bacteria
A0A482GAZ8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A482GAZ8	2502307	Escherichia phage EdH4	562	Escherichia coli	bacteria
A0A482GB13_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A482GB13	2502408	Escherichia phage vB_EcoM_G17	562	Escherichia coli	bacteria
Q9G0E9_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	Q9G0E9	10843	Escherichia phage G4	562	Escherichia coli	bacteria
A0A976SM98_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A976SM98	2972476	Escherichia phage Pondi	562	Escherichia coli	bacteria
A0A976SMA5_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A976SMA5	2972476	Escherichia phage Pondi	562	Escherichia coli	bacteria
A0A976SMD8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A976SMD8	2972476	Escherichia phage Pondi	562	Escherichia coli	bacteria
K4I3N1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	K4I3N1	1229757	Escherichia phage EC6	83334	Escherichia coli O157:H7	bacteria
K4I3Q6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	K4I3Q6	1237159	Escherichia phage NJ01	562	Escherichia coli	bacteria
K4I3V4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	K4I3V4	1237159	Escherichia phage NJ01	562	Escherichia coli	bacteria
K4NWX7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	K4NWX7	2681620	Escherichia phage JL1	83334	Escherichia coli O157:H7	bacteria
K4NX27_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	K4NX27	1216926	Escherichia phage ADB-2	562	Escherichia coli	bacteria
P20312_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	P20312	10759	Enterobacteria phage T3	562	Escherichia coli	bacteria
P20326_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	P20326	10759	Enterobacteria phage T3	562	Escherichia coli	bacteria
A0A097J8K7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A097J8K7	36339	Enterobacteria phage RB68	37762	Escherichia coli B	bacteria
A0A097J960_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A097J960	36339	Enterobacteria phage RB68	37762	Escherichia coli B	bacteria
A0A097J997_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A097J997	36339	Enterobacteria phage RB68	37762	Escherichia coli B	bacteria
A0A4Y5TW50_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A4Y5TW50	2576873	Escherichia phage vB_EcoM-ECP26	562	Escherichia coli	bacteria
J9SNF2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	J9SNF2	1604355	Escherichia phage ECBP2	562	Escherichia coli	bacteria
J9SNG2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	J9SNG2	1604355	Escherichia phage ECBP2	562	Escherichia coli	bacteria
J9ST08_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	J9ST08	1604356	Escherichia phage ECBP1	562	Escherichia coli	bacteria
J9ST18_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	J9ST18	1604355	Escherichia phage ECBP2	562	Escherichia coli	bacteria
J9ST27_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	J9ST27	1604355	Escherichia phage ECBP2	562	Escherichia coli	bacteria
K0JCS3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	K0JCS3	1150869	Escherichia phage P13374	1206746	Escherichia coli O104:H4 str. CB13374	bacteria
K0JCX0_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	K0JCX0	1150869	Escherichia phage P13374	1206746	Escherichia coli O104:H4 str. CB13374	bacteria
K4FE86_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	K4FE86	1141139	Escherichia phage vB_EcoP_ACG-C91	562	Escherichia coli	bacteria
K4FET1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	K4FET1	1141141	Escherichia phage vB_EcoM_ACG-C40	562	Escherichia coli	bacteria
K4FJ78_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	K4FJ78	1141139	Escherichia phage vB_EcoP_ACG-C91	562	Escherichia coli	bacteria
K4FJD3_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	K4FJD3	1141140	Escherichia phage vB_EcoS_ACG-M12	562	Escherichia coli	bacteria
K4FJU3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	K4FJU3	1141141	Escherichia phage vB_EcoM_ACG-C40	562	Escherichia coli	bacteria
K4MPY5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	K4MPY5	1239384	Escherichia phage IME11	562	Escherichia coli	bacteria
K4MQ17_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	K4MQ17	1239384	Escherichia phage IME11	562	Escherichia coli	bacteria
