bfvd_entry	accession	virus_taxid	virus_name	host_taxid	host_name	host_bucket
A0A3G8F2V0_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A3G8F2V0	2488654	Escherichia phage Skarpretter	511145	Escherichia coli str. K-12 substr. MG1655	bacteria
A0A3G8F2V5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A3G8F2V5	2488654	Escherichia phage Skarpretter	511145	Escherichia coli str. K-12 substr. MG1655	bacteria
A0A3G8F2V6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A3G8F2V6	2488654	Escherichia phage Skarpretter	511145	Escherichia coli str. K-12 substr. MG1655	bacteria
A0A3G8F2V7_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A3G8F2V7	2488654	Escherichia phage Skarpretter	511145	Escherichia coli str. K-12 substr. MG1655	bacteria
A0A3G8F2W2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A3G8F2W2	2488654	Escherichia phage Skarpretter	511145	Escherichia coli str. K-12 substr. MG1655	bacteria
A0A3G8F2W4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A3G8F2W4	2488654	Escherichia phage Skarpretter	511145	Escherichia coli str. K-12 substr. MG1655	bacteria
A0A3G8F2W8_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A3G8F2W8	2488654	Escherichia phage Skarpretter	511145	Escherichia coli str. K-12 substr. MG1655	bacteria
A0A3G8F2X0_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A3G8F2X0	2488654	Escherichia phage Skarpretter	511145	Escherichia coli str. K-12 substr. MG1655	bacteria
A0A3G8F2X2_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	A0A3G8F2X2	2488654	Escherichia phage Skarpretter	511145	Escherichia coli str. K-12 substr. MG1655	bacteria
A0A482N1J5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A482N1J5	2508177	Escherichia phage vB_EcoM_OE5505	562	Escherichia coli	bacteria
A0A482N1M7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A482N1M7	2508195	Escherichia phage vB_EcoM_Schickermooser	562	Escherichia coli	bacteria
A0A482N1S0_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A482N1S0	2508177	Escherichia phage vB_EcoM_OE5505	562	Escherichia coli	bacteria
A0A482N227_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A482N227	2508186	Escherichia phage vB_EcoS_WF5505	562	Escherichia coli	bacteria
A0A482N237_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A482N237	2508186	Escherichia phage vB_EcoS_WF5505	562	Escherichia coli	bacteria
A0A482N254_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A482N254	2508179	Escherichia phage vB_EcoM_G8	562	Escherichia coli	bacteria
A0A482N2D8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A482N2D8	2508195	Escherichia phage vB_EcoM_Schickermooser	562	Escherichia coli	bacteria
A0A482N2F4_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A482N2F4	2508173	Escherichia phage vB_EcoS_VAH1	562	Escherichia coli	bacteria
A0A482N2F8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A482N2F8	2508173	Escherichia phage vB_EcoS_VAH1	562	Escherichia coli	bacteria
A0A482N2S5_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A482N2S5	2508173	Escherichia phage vB_EcoS_VAH1	562	Escherichia coli	bacteria
A0A482N6T8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A482N6T8	2508173	Escherichia phage vB_EcoS_VAH1	562	Escherichia coli	bacteria
A0A482N720_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A482N720	2508176	Escherichia phage vB_EcoS_EASG3	562	Escherichia coli	bacteria
A0A482N772_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A482N772	2508190	Escherichia phage vB_EcoS_HdK1	562	Escherichia coli	bacteria
A0A482N7K3_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A482N7K3	2508176	Escherichia phage vB_EcoS_EASG3	562	Escherichia coli	bacteria
A0A482N7Y2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A482N7Y2	2508191	Escherichia phage vB_EcoS_HdSG1	562	Escherichia coli	bacteria
A0A0A0RSE7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0A0RSE7	1555238	Escherichia phage vB_EcoM-VpaE1	37762	Escherichia coli B	bacteria
A0A7D7IF61_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7D7IF61	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
A0A7D7IF82_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7D7IF82	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
A0A7D7IFC0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7D7IFC0	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
A0A7D7IFD6_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7D7IFD6	2744001	Escherichia phage CJ20	562	Escherichia coli	bacteria
A0A7L4XU41_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7L4XU41	2686238	Escherichia phage vB_EcoP_EcoN5	1322345	Escherichia coli ATCC 25922	bacteria
A0A7L4XU57_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7L4XU57	2686238	Escherichia phage vB_EcoP_EcoN5	1322345	Escherichia coli ATCC 25922	bacteria
A0A7L4XUC0_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7L4XUC0	2686238	Escherichia phage vB_EcoP_EcoN5	1322345	Escherichia coli ATCC 25922	bacteria
A0A7L4XW07_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7L4XW07	2686238	Escherichia phage vB_EcoP_EcoN5	1322345	Escherichia coli ATCC 25922	bacteria
A0A7L4XW47_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7L4XW47	2686238	Escherichia phage vB_EcoP_EcoN5	1322345	Escherichia coli ATCC 25922	bacteria
A0A7L4XWE6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7L4XWE6	2686238	Escherichia phage vB_EcoP_EcoN5	1322345	Escherichia coli ATCC 25922	bacteria
A0A7L4XWL5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7L4XWL5	2686238	Escherichia phage vB_EcoP_EcoN5	1322345	Escherichia coli ATCC 25922	bacteria
A0A894JXA8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A894JXA8	2812882	Escherichia phage U136B	562	Escherichia coli	bacteria
A0A7D3UVY9_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7D3UVY9	2739753	Escherichia phage vB_EcoA_4HA11	83334	Escherichia coli O157:H7	bacteria
A0A7U0J3Q2_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7U0J3Q2	2797299	Escherichia phage phiWAO78-1	562	Escherichia coli	bacteria
A0A7U0J3T8_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7U0J3T8	2797299	Escherichia phage phiWAO78-1	562	Escherichia coli	bacteria
A0A7U0J3U6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7U0J3U6	2797299	Escherichia phage phiWAO78-1	562	Escherichia coli	bacteria
I7HXC4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	I7HXC4	948870	Escherichia phage phi92	562	Escherichia coli	bacteria
I7HXG7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	I7HXG7	948870	Escherichia phage phi92	562	Escherichia coli	bacteria
I7HXK3_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	I7HXK3	948870	Escherichia phage phi92	562	Escherichia coli	bacteria
I7I039_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	I7I039	948870	Escherichia phage phi92	562	Escherichia coli	bacteria
A0A088F7P0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A088F7P0	1536597	Escherichia phage J8-65	83333	Escherichia coli K-12	bacteria
A0A345AQF4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A345AQF4	2783859	Escherichia phage Vec13	562	Escherichia coli	bacteria
A0A345AQH9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A345AQH9	2783859	Escherichia phage Vec13	562	Escherichia coli	bacteria
K7P6V6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	K7P6V6	1147144	Enterobacteria phage HK225	562	Escherichia coli	bacteria
K7P6V9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	K7P6V9	1147144	Enterobacteria phage HK225	562	Escherichia coli	bacteria
K7P6Z6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	K7P6Z6	1147142	Escherichia phage HK578	562	Escherichia coli	bacteria
K7P7B5_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	K7P7B5	1147144	Enterobacteria phage HK225	562	Escherichia coli	bacteria
K7P7D3_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	K7P7D3	1147143	Enterobacteria phage HK140	562	Escherichia coli	bacteria
K7P7E8_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	K7P7E8	1147143	Enterobacteria phage HK140	562	Escherichia coli	bacteria
K7P7H4_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	K7P7H4	1147142	Escherichia phage HK578	562	Escherichia coli	bacteria
Q7Y2I8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	Q7Y2I8	194949	Escherichia phage Stx2 II	83334	Escherichia coli O157:H7	bacteria
Q7Y2I9_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	Q7Y2I9	194949	Escherichia phage Stx2 II	83334	Escherichia coli O157:H7	bacteria
Q7Y2J2_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	Q7Y2J2	194949	Escherichia phage Stx2 II	83334	Escherichia coli O157:H7	bacteria
Q7Y2J5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	Q7Y2J5	194949	Escherichia phage Stx2 II	83334	Escherichia coli O157:H7	bacteria
Q7Y2L0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	Q7Y2L0	194949	Escherichia phage Stx2 II	83334	Escherichia coli O157:H7	bacteria
Q7Y2L2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	Q7Y2L2	194949	Escherichia phage Stx2 II	83334	Escherichia coli O157:H7	bacteria
Q7Y2L3_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	Q7Y2L3	194949	Escherichia phage Stx2 II	83334	Escherichia coli O157:H7	bacteria
Q7Y2L7_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	Q7Y2L7	194949	Escherichia phage Stx2 II	83334	Escherichia coli O157:H7	bacteria
Q7Y2M2_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	Q7Y2M2	194949	Escherichia phage Stx2 II	83334	Escherichia coli O157:H7	bacteria
Q7Y2M3_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	Q7Y2M3	194949	Escherichia phage Stx2 II	83334	Escherichia coli O157:H7	bacteria
A0A1U9AJ68_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A1U9AJ68	1855815	Stx1 converting phage AU5Stx1	83333	Escherichia coli K-12	bacteria
A0A1U9AJ86_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A1U9AJ86	1855815	Stx1 converting phage AU5Stx1	83333	Escherichia coli K-12	bacteria
UPI0001A48A94_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	UPI0001A48A94	10665	Tequatrovirus T4	316385	Escherichia coli str. K-12 substr. DH10B	bacteria
A0A0D5BHE2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0D5BHE2	1598146	Escherichia phage 172-1	562	Escherichia coli	bacteria
A0A0D5BHG5_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A0D5BHG5	1598146	Escherichia phage 172-1	562	Escherichia coli	bacteria
A0A0D5BHH1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A0D5BHH1	1598146	Escherichia phage 172-1	562	Escherichia coli	bacteria
A0A0D5BHN8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0D5BHN8	1598146	Escherichia phage 172-1	562	Escherichia coli	bacteria
A0A0D5BHZ3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0D5BHZ3	1598146	Escherichia phage 172-1	562	Escherichia coli	bacteria
A0A0D5BI30_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A0D5BI30	1598146	Escherichia phage 172-1	562	Escherichia coli	bacteria
A0A0D5BI34_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0D5BI34	1598146	Escherichia phage 172-1	562	Escherichia coli	bacteria
A0A0D5BI65_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A0D5BI65	1598146	Escherichia phage 172-1	562	Escherichia coli	bacteria
A0A0D5BI68_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A0D5BI68	1598146	Escherichia phage 172-1	562	Escherichia coli	bacteria
A0A385IEE7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A385IEE7	2316016	Escherichia phage PD38	562	Escherichia coli	bacteria
A0A385IEH8_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A385IEH8	2316019	Escherichia phage vB_vPM_PD114	562	Escherichia coli	bacteria
A0A385IEN5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A385IEN5	2316019	Escherichia phage vB_vPM_PD114	562	Escherichia coli	bacteria
A0A6M3H357_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A6M3H357	2713217	Salmonella phage vB_SenS-3	562	Escherichia coli	bacteria
A0A6M3H397_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A6M3H397	2713217	Salmonella phage vB_SenS-3	562	Escherichia coli	bacteria
A0A6M3H3A6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A6M3H3A6	2713217	Salmonella phage vB_SenS-3	562	Escherichia coli	bacteria
A0A6M3H3I1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A6M3H3I1	2713217	Salmonella phage vB_SenS-3	562	Escherichia coli	bacteria
A0A6M3H3I6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A6M3H3I6	2713217	Salmonella phage vB_SenS-3	562	Escherichia coli	bacteria
A0A6M3H3I8_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A6M3H3I8	2713217	Salmonella phage vB_SenS-3	562	Escherichia coli	bacteria
A0A7T0LW51_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7T0LW51	2662277	Escherichia phage ES17	562	Escherichia coli	bacteria
A0A7T0LW60_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7T0LW60	2662277	Escherichia phage ES17	562	Escherichia coli	bacteria
A0A7T0LW66_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7T0LW66	2662277	Escherichia phage ES17	562	Escherichia coli	bacteria
A0A7T0LWQ4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7T0LWQ4	2662277	Escherichia phage ES17	562	Escherichia coli	bacteria
Q66LP0_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	Q66LP0	2695836	Escherichia phage T5	562	Escherichia coli	bacteria
Q66M23_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	Q66M23	2695836	Escherichia phage T5	562	Escherichia coli	bacteria
D9ZNJ4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	D9ZNJ4	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNJ6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	D9ZNJ6	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNJ7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9ZNJ7	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNJ8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9ZNJ8	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNJ9_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	D9ZNJ9	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNK0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9ZNK0	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNK1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	D9ZNK1	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNK2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	D9ZNK2	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNK3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9ZNK3	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNK4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	D9ZNK4	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
K4PAF6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	K4PAF6	1216926	Escherichia phage ADB-2	562	Escherichia coli	bacteria
K4PAM7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	K4PAM7	2681620	Escherichia phage JL1	83334	Escherichia coli O157:H7	bacteria
Q37881_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	Q37881	10665	Tequatrovirus T4	316385	Escherichia coli str. K-12 substr. DH10B	bacteria
Q37931_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	Q37931	10867	Salmonella phage IKe	562	Escherichia coli	bacteria
Q38473_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	Q38473	2681603	Escherichia phage Mu	562	Escherichia coli	bacteria
Q38474_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	Q38474	2681603	Escherichia phage Mu	562	Escherichia coli	bacteria
Q38475_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	Q38475	2681603	Escherichia phage Mu	562	Escherichia coli	bacteria
Q38476_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	Q38476	2681603	Escherichia phage Mu	562	Escherichia coli	bacteria
Q38478_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	Q38478	2681603	Escherichia phage Mu	562	Escherichia coli	bacteria
Q38481_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	Q38481	2681603	Escherichia phage Mu	562	Escherichia coli	bacteria
Q38483_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	Q38483	2681603	Escherichia phage Mu	562	Escherichia coli	bacteria
Q38487_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	Q38487	2681603	Escherichia phage Mu	562	Escherichia coli	bacteria
Q38489_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	Q38489	2681603	Escherichia phage Mu	562	Escherichia coli	bacteria
Q38491_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	Q38491	2681603	Escherichia phage Mu	562	Escherichia coli	bacteria
A0A514DKL4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A514DKL4	2591407	Escherichia phage vB_EcoS_PHB17	562	Escherichia coli	bacteria
A0A514DKM0_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A514DKM0	2591407	Escherichia phage vB_EcoS_PHB17	562	Escherichia coli	bacteria
A0A514DKM1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A514DKM1	2591407	Escherichia phage vB_EcoS_PHB17	562	Escherichia coli	bacteria
A0A514DKM9_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A514DKM9	2591407	Escherichia phage vB_EcoS_PHB17	562	Escherichia coli	bacteria
A0A514DKN2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A514DKN2	2591407	Escherichia phage vB_EcoS_PHB17	562	Escherichia coli	bacteria
A0A514DKN6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A514DKN6	2591407	Escherichia phage vB_EcoS_PHB17	562	Escherichia coli	bacteria
A0A514DKP5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A514DKP5	2591407	Escherichia phage vB_EcoS_PHB17	562	Escherichia coli	bacteria
A0A514DKQ8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A514DKQ8	2591407	Escherichia phage vB_EcoS_PHB17	562	Escherichia coli	bacteria
A0A5B9NFQ9_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A5B9NFQ9	2591100	Escherichia phage Peacock	562	Escherichia coli	bacteria
A0A8E6PL67_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A8E6PL67	2812440	Escherichia phage 590B	562	Escherichia coli	bacteria
A0A8E6PL74_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A8E6PL74	2812440	Escherichia phage 590B	562	Escherichia coli	bacteria
A0A0A0YW59_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A0A0YW59	1540097	Escherichia phage Pollock	562	Escherichia coli	bacteria
A0A0A0YW70_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0A0YW70	1540097	Escherichia phage Pollock	562	Escherichia coli	bacteria
A0A0A0YWB7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0A0YWB7	1540097	Escherichia phage Pollock	562	Escherichia coli	bacteria
A0A2U8UWU3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2U8UWU3	2182345	Escherichia phage Gostya9	562	Escherichia coli	bacteria
A0A3Q9RA70_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A3Q9RA70	2500761	Escherichia phage vB_EcoM_005	562	Escherichia coli	bacteria
A0A3Q9RA70_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A3Q9RA70	2500761	Escherichia phage vB_EcoM_005	83334	Escherichia coli O157:H7	bacteria
A0A6M3YP97_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A6M3YP97	2729542	Escherichia phage SECphi4	511145	Escherichia coli str. K-12 substr. MG1655	bacteria
UPI000E5A0F54_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	UPI000E5A0F54	10760	Escherichia phage T7	562	Escherichia coli	bacteria
UPI000E6AE37B_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	UPI000E6AE37B	10665	Tequatrovirus T4	316385	Escherichia coli str. K-12 substr. DH10B	bacteria
A0A481W1U7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A481W1U7	2530036	Escherichia phage PHB11	562	Escherichia coli	bacteria
D0U164_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	D0U164	10863	Enterobacteria phage f1	562	Escherichia coli	bacteria
D0U1E6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D0U1E6	12022	Escherichia phage MS2	562	Escherichia coli	bacteria
Q76R57_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	Q76R57	10665	Tequatrovirus T4	316385	Escherichia coli str. K-12 substr. DH10B	bacteria
A0A0F6R650_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A0F6R650	1508680	Escherichia coli O157 typing phage 5	83334	Escherichia coli O157:H7	bacteria
A0A0F6TGX6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A0F6TGX6	1508678	Escherichia coli O157 typing phage 3	83334	Escherichia coli O157:H7	bacteria
A0A2Z5HGF1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HGF1	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGF2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HGF2	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGF3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HGF3	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGF4_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2Z5HGF4	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGF5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HGF5	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGF8_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2Z5HGF8	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGG0_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HGG0	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGG3_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	A0A2Z5HGG3	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGG4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HGG4	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGG8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HGG8	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGM4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HGM4	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGM6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HGM6	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGM7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HGM7	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGM8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HGM8	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
